timestamp,message
1756429097000,2025-08-29T00:58:17 [METADATA_MANAGE ]I:  mapjsonbasclob = FALSE  (postgres_endpoint_imp.c:856)
1756429097000,2025-08-29T00:58:17 [METADATA_MANAGE ]I:  maptextasclob = FALSE  (postgres_endpoint_imp.c:857)
1756429097000,2025-08-29T00:58:17 [METADATA_MANAGE ]I:  Source endpoint 'PostgreSQL Source' is using provider syntax '<default>'  (provider_syntax_manager.c:894)
1756429097000,2025-08-29T00:58:17 [METADATA_MANAGE ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756429097000,2025-08-29T00:58:17 [METADATA_MANAGE ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756429098000,2025-08-29T00:58:18 [SOURCE_CAPTURE  ]I:  Source database version number is: 160006  (postgres_endpoint_util.c:668)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  PostgreSQL database server encoding is 'UTF8'  (postgres_endpoint_imp.c:1091)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Postgres Endpoint created using default mode  (postgres_endpoint_imp.c:1178)
1756429098000,2025-08-29T00:58:18 [METADATA_MANAGE ]I:  Write conditional put failures to exceptions table? true  (dynamodb_imp.c:72)
1756429098000,2025-08-29T00:58:18 [METADATA_MANAGE ]I:  Using role arn:aws:iam::943415317083:role/dms-dynamodb-role  (dynamodb_imp.c:75)
1756429098000,2025-08-29T00:58:18 [METADATA_MANAGE ]I:  Using region ap-southeast-1  (dynamodb_imp.c:100)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Initializing AWS CPP SDK with initAndCleanupOpenSSL and initAndCleanupCurl set to false.  (base.cpp:226)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  set idle timeout seconds to 200  (s3_client.cpp:124)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Creating STS Client with ServicePrincipalCredentialsProviderChain  (STSCredentialsProvider.cpp:92)
1756429098000,2025-08-29T00:58:18 [METADATA_MANAGE ]I:  Connection to DynamoDb successful!  (dynamodb_imp.c:140)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Preparing all components  (replicationtask.c:2279)
1756429098000,"2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Task - WM5WQ3I53ZHEVDIJE4ILIIZ6K4 is in STARTING state, updating starting status to AR_PREPARING_COMPONENTS  (repository.c:5491)"
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Creating threads for all components  (replicationtask.c:2312)
1756429098000,"2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Task - WM5WQ3I53ZHEVDIJE4ILIIZ6K4 is in STARTING state, updating starting status to AR_CREATING_TREADS  (repository.c:5491)"
1756429098000,"2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Task - WM5WQ3I53ZHEVDIJE4ILIIZ6K4 is in STARTING state, updating starting status to AR_CREATING_TABLES_LIST  (repository.c:5491)"
1756429098000,2025-08-29T00:58:18 [TABLES_MANAGER  ]I:  Calling for get capture table list from the Metadata Manager started.  (tasktablesmanager.c:963)
1756429098000,2025-08-29T00:58:18 [TABLES_MANAGER  ]I:  Calling for get capture table list from the Metadata Manager ended.  (tasktablesmanager.c:970)
1756429098000,"2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Task - WM5WQ3I53ZHEVDIJE4ILIIZ6K4 is in RUNNING state, updating starting status to AR_RUNNING  (repository.c:5491)"
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  All stream components were initialized  (replicationtask.c:3648)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Starting the validation process...  (replicationtask.c:3725)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Starting subtask #1  (replicationtask_util.c:521)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Threads for all components were created  (replicationtask.c:2499)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Task initialization completed successfully  (replicationtask.c:3968)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Source endpoint 'PostgreSQL Source' is using provider syntax '<default>'  (provider_syntax_manager.c:894)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756429098000,2025-08-29T00:58:18 [SOURCE_CAPTURE  ]I:  Source database version number is: 160006  (postgres_endpoint_util.c:668)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  PostgreSQL database server encoding is 'UTF8'  (postgres_endpoint_imp.c:1091)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Postgres Endpoint created using default mode  (postgres_endpoint_imp.c:1178)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Write conditional put failures to exceptions table? true  (dynamodb_imp.c:72)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Using role arn:aws:iam::943415317083:role/dms-dynamodb-role  (dynamodb_imp.c:75)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Using region ap-southeast-1  (dynamodb_imp.c:100)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  set idle timeout seconds to 200  (s3_client.cpp:124)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Creating STS Client with ServicePrincipalCredentialsProviderChain  (STSCredentialsProvider.cpp:92)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Connection to DynamoDb successful!  (dynamodb_imp.c:140)
1756429098000,2025-08-29T00:58:18 [SOURCE_CAPTURE  ]I:  Source endpoint 'PostgreSQL Source' is using provider syntax '<default>'  (provider_syntax_manager.c:894)
1756429098000,2025-08-29T00:58:18 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756429098000,2025-08-29T00:58:18 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756429098000,2025-08-29T00:58:18 [SOURCE_CAPTURE  ]I:  Source database version number is: 160006  (postgres_endpoint_util.c:668)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  PostgreSQL database server encoding is 'UTF8'  (postgres_endpoint_imp.c:1091)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Postgres Endpoint created using default mode  (postgres_endpoint_imp.c:1178)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Starting component st_1_FTWLNA5U5NDAXOBILK5DTFW2X4  (subtask.c:1449)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Starting component st_1_3HL2KDSIXJACFF7AC44YYMO6JE  (subtask.c:1449)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Starting subtask #2  (replicationtask_util.c:521)
1756429098000,"2025-08-29T00:58:18 [TABLES_MANAGER  ]I:  Next table to load 'dbo'.'IntegrationLogs' ID = 1, order = 0  (tasktablesmanager.c:1918)"
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Start loading table 'dbo'.'IntegrationLogs' (Id = 1) by subtask 1. Start load timestamp 00063D76847D45E8  (replicationtask_util.c:755)
1756429098000,"2025-08-29T00:58:18 [TARGET_LOAD     ]I:  No records received to load or apply on target , waiting for data from upstream  (streamcomponent.c:2013)"
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Source endpoint 'PostgreSQL Source' is using provider syntax '<default>'  (provider_syntax_manager.c:894)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Column 'RequestData' is unsupported in table def 'dbo.IntegrationLogs' since the LOB support is disabled  (metadatamanager.c:3096)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Column 'ResponseData' is unsupported in table def 'dbo.IntegrationLogs' since the LOB support is disabled  (metadatamanager.c:3096)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Sent unloaded record 1 to internal queue  (streamcomponent.c:3015)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Calculated batch used for UNLOAD size is 1000 rows per fetch.  (postgres_endpoint_unload.c:181)
1756429098000,"2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Using object mapping to create table. Object Mapping table name is ""LoanApp-IntegrationLogs-dev"". Source table name is ""IntegrationLogs""  (dynamodb_table_requests.c:81)"
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  REPLICA IDENTITY information for table 'dbo'.'IntegrationLogs': Query status='Success' Type='DEFAULT' Description='Old values of the Primary Key columns (if any) will be captured.'  (postgres_endpoint_unload.c:194)
1756429098000,2025-08-29T00:58:18 [SOURCE_CAPTURE  ]I:  Source database version number is: 160006  (postgres_endpoint_util.c:668)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  PostgreSQL database server encoding is 'UTF8'  (postgres_endpoint_imp.c:1091)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Postgres Endpoint created using default mode  (postgres_endpoint_imp.c:1178)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Loading table using single thread  (dynamodb_load.c:427)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Write conditional put failures to exceptions table? true  (dynamodb_imp.c:72)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Using role arn:aws:iam::943415317083:role/dms-dynamodb-role  (dynamodb_imp.c:75)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Using region ap-southeast-1  (dynamodb_imp.c:100)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  set idle timeout seconds to 200  (s3_client.cpp:124)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Creating STS Client with ServicePrincipalCredentialsProviderChain  (STSCredentialsProvider.cpp:92)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Connection to DynamoDb successful!  (dynamodb_imp.c:140)
1756429098000,2025-08-29T00:58:18 [SOURCE_CAPTURE  ]I:  Source endpoint 'PostgreSQL Source' is using provider syntax '<default>'  (provider_syntax_manager.c:894)
1756429098000,2025-08-29T00:58:18 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]E:  Object mapping doesn't have a hash key [1025900]  (dynamodb_transformation.c:516)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]E:  Encountered a non-data error. Failing table. [1025900]  (dynamodb_load.c:490)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Unload finished for table 'dbo'.'IntegrationLogs' (Id = 1). 7000 rows sent.  (streamcomponent.c:3875)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Load finished for table 'dbo'.'IntegrationLogs' (Id = 1). 0 rows received. 0 rows skipped. Volume transferred 0.  (streamcomponent.c:4168)
1756429098000,2025-08-29T00:58:18 [PERFORMANCE     ]I:  End load handler time for dbo.IntegrationLogs = 0 microseconds  (endpointshell.c:3062)
1756429098000,2025-08-29T00:58:18 [PERFORMANCE     ]I:  Total load time for dbo.IntegrationLogs = 18660 microseconds  (endpointshell.c:3064)
1756429098000,2025-08-29T00:58:18 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]W:  Table 'dbo'.'IntegrationLogs' was errored/suspended (subtask 1 thread 1).   (replicationtask.c:3068)
1756429098000,"2025-08-29T00:58:18 [TABLES_MANAGER  ]I:  Next table to load 'dbo'.'Payments' ID = 2, order = 0  (tasktablesmanager.c:1918)"
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Start loading table 'dbo'.'Payments' (Id = 2) by subtask 1. Start load timestamp 00063D7684817F53  (replicationtask_util.c:755)
1756429098000,2025-08-29T00:58:18 [SOURCE_CAPTURE  ]I:  Source database version number is: 160006  (postgres_endpoint_util.c:668)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  PostgreSQL database server encoding is 'UTF8'  (postgres_endpoint_imp.c:1091)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Postgres Endpoint created using default mode  (postgres_endpoint_imp.c:1178)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Starting component st_2_FTWLNA5U5NDAXOBILK5DTFW2X4  (subtask.c:1449)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  Starting component st_2_3HL2KDSIXJACFF7AC44YYMO6JE  (subtask.c:1449)
1756429098000,"2025-08-29T00:58:18 [TARGET_LOAD     ]I:  No records received to load or apply on target , waiting for data from upstream  (streamcomponent.c:2013)"
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Calculated batch used for UNLOAD size is 1000 rows per fetch.  (postgres_endpoint_unload.c:181)
1756429098000,"2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Using object mapping to create table. Object Mapping table name is ""LoanApp-Payments-dev"". Source table name is ""Payments""  (dynamodb_table_requests.c:81)"
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  REPLICA IDENTITY information for table 'dbo'.'Payments': Query status='Success' Type='DEFAULT' Description='Old values of the Primary Key columns (if any) will be captured.'  (postgres_endpoint_unload.c:194)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Loading table using single thread  (dynamodb_load.c:427)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]E:  Object mapping doesn't have a hash key [1025900]  (dynamodb_transformation.c:516)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]E:  Encountered a non-data error. Failing table. [1025900]  (dynamodb_load.c:490)
1756429098000,2025-08-29T00:58:18 [SOURCE_UNLOAD   ]I:  Unload finished for table 'dbo'.'Payments' (Id = 2). 3202 rows sent.  (streamcomponent.c:3875)
1756429098000,2025-08-29T00:58:18 [TARGET_LOAD     ]I:  Load finished for table 'dbo'.'Payments' (Id = 2). 0 rows received. 0 rows skipped. Volume transferred 0.  (streamcomponent.c:4168)
1756429098000,2025-08-29T00:58:18 [PERFORMANCE     ]I:  End load handler time for dbo.Payments = 1 microseconds  (endpointshell.c:3062)
1756429098000,2025-08-29T00:58:18 [PERFORMANCE     ]I:  Total load time for dbo.Payments = 10336 microseconds  (endpointshell.c:3064)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]W:  Table 'dbo'.'Payments' was errored/suspended (subtask 1 thread 1).   (replicationtask.c:3068)
1756429098000,2025-08-29T00:58:18 [TASK_MANAGER    ]I:  All tables are loaded. Full load only task is stopped  (replicationtask.c:4383)
1756429099000,2025-08-29T00:58:19 [TASK_MANAGER    ]I:  Subtask #1 ended  (replicationtask_util.c:595)
1756429099000,2025-08-29T00:58:19 [TASK_MANAGER    ]I:  Subtask #2 ended  (replicationtask_util.c:595)
1756429099000,"2025-08-29T00:58:19 [TASK_MANAGER    ]I:  Task - WM5WQ3I53ZHEVDIJE4ILIIZ6K4 is in STOPPED state, updating starting status to AR_NOT_APPLICABLE  (repository.c:5483)"
1756429099000,"2025-08-29T00:58:19 [TASK_MANAGER    ]I:  Updated Task, WM5WQ3I53ZHEVDIJE4ILIIZ6K4, info with TaskState - 0  (replicationtask.c:4543)"
1756429107000,2025-08-29T00:58:27 [TASK_MANAGER    ]I:  Task management thread terminated  (replicationtask.c:4623)
1756429127000,2025-08-29T00:58:47 [AT_GLOBAL       ]I:  Closing log file at Fri Aug 29 00:58:47 2025  (at_logger.c:2975)
