timestamp,message
1756451232000,2025-08-29T07:07:12 [METADATA_MANAGE ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756451232000,2025-08-29T07:07:12 [SOURCE_CAPTURE  ]I:  Source database version number is: 160006  (postgres_endpoint_util.c:668)
1756451232000,2025-08-29T07:07:12 [SOURCE_UNLOAD   ]I:  PostgreSQL database server encoding is 'UTF8'  (postgres_endpoint_imp.c:1091)
1756451232000,2025-08-29T07:07:12 [SOURCE_UNLOAD   ]I:  Postgres Endpoint created using default mode  (postgres_endpoint_imp.c:1178)
1756451232000,2025-08-29T07:07:12 [METADATA_MANAGE ]I:  Write conditional put failures to exceptions table? true  (dynamodb_imp.c:72)
1756451232000,2025-08-29T07:07:12 [METADATA_MANAGE ]I:  Using role arn:aws:iam::943415317083:role/dms-dynamodb-role  (dynamodb_imp.c:75)
1756451232000,2025-08-29T07:07:12 [METADATA_MANAGE ]I:  Using region ap-southeast-1  (dynamodb_imp.c:100)
1756451232000,2025-08-29T07:07:12 [TASK_MANAGER    ]I:  Initializing AWS CPP SDK with initAndCleanupOpenSSL and initAndCleanupCurl set to false.  (base.cpp:226)
1756451232000,2025-08-29T07:07:12 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756451232000,2025-08-29T07:07:12 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756451232000,2025-08-29T07:07:12 [TASK_MANAGER    ]I:  set idle timeout seconds to 200  (s3_client.cpp:124)
1756451232000,2025-08-29T07:07:12 [TASK_MANAGER    ]I:  Creating STS Client with ServicePrincipalCredentialsProviderChain  (STSCredentialsProvider.cpp:92)
1756451232000,2025-08-29T07:07:12 [METADATA_MANAGE ]I:  Connection to DynamoDb successful!  (dynamodb_imp.c:140)
1756451232000,2025-08-29T07:07:12 [TASK_MANAGER    ]I:  Preparing all components  (replicationtask.c:2279)
1756451232000,"2025-08-29T07:07:12 [TASK_MANAGER    ]I:  Task - 6U46JHZZXVA2ZILKVGOQLGHJYU is in STARTING state, updating starting status to AR_PREPARING_COMPONENTS  (repository.c:5491)"
1756451232000,2025-08-29T07:07:12 [TASK_MANAGER    ]I:  Creating threads for all components  (replicationtask.c:2312)
1756451232000,"2025-08-29T07:07:12 [TASK_MANAGER    ]I:  Task - 6U46JHZZXVA2ZILKVGOQLGHJYU is in STARTING state, updating starting status to AR_CREATING_TREADS  (repository.c:5491)"
1756451232000,"2025-08-29T07:07:12 [TASK_MANAGER    ]I:  Task - 6U46JHZZXVA2ZILKVGOQLGHJYU is in STARTING state, updating starting status to AR_CREATING_TABLES_LIST  (repository.c:5491)"
1756451233000,2025-08-29T07:07:13 [TABLES_MANAGER  ]I:  Calling for get capture table list from the Metadata Manager started.  (tasktablesmanager.c:963)
1756451233000,2025-08-29T07:07:13 [TABLES_MANAGER  ]I:  Calling for get capture table list from the Metadata Manager ended.  (tasktablesmanager.c:970)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Allocating CDC subtask (initialize sorter component and load swap files if any).  (replicationtask.c:2460)
1756451233000,"2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Task - 6U46JHZZXVA2ZILKVGOQLGHJYU is in STARTING state, updating starting status to AR_SUBTASKS_ALLOCATION  (repository.c:5491)"
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Task Manager starting. CDC subtask created  (replicationtask.c:2479)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Threads for all components were created  (replicationtask.c:2499)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Task initialization completed successfully  (replicationtask.c:3968)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Source endpoint 'PostgreSQL Source' is using provider syntax '<default>'  (provider_syntax_manager.c:894)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Source database version number is: 160006  (postgres_endpoint_util.c:668)
1756451233000,2025-08-29T07:07:13 [SOURCE_UNLOAD   ]I:  PostgreSQL database server encoding is 'UTF8'  (postgres_endpoint_imp.c:1091)
1756451233000,2025-08-29T07:07:13 [SOURCE_UNLOAD   ]I:  Postgres Endpoint created using default mode  (postgres_endpoint_imp.c:1178)
1756451233000,2025-08-29T07:07:13 [TARGET_APPLY    ]I:  Write conditional put failures to exceptions table? true  (dynamodb_imp.c:72)
1756451233000,2025-08-29T07:07:13 [TARGET_APPLY    ]I:  Using role arn:aws:iam::943415317083:role/dms-dynamodb-role  (dynamodb_imp.c:75)
1756451233000,2025-08-29T07:07:13 [TARGET_APPLY    ]I:  Using region ap-southeast-1  (dynamodb_imp.c:100)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  set idle timeout seconds to 200  (s3_client.cpp:124)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Creating STS Client with ServicePrincipalCredentialsProviderChain  (STSCredentialsProvider.cpp:92)
1756451233000,2025-08-29T07:07:13 [TARGET_APPLY    ]I:  Connection to DynamoDb successful!  (dynamodb_imp.c:140)
1756451233000,"2025-08-29T07:07:13 [TARGET_APPLY    ]I:  Restore bulk state. Last bulk last record id - '0', last applied record id - '0', target confirmed record id - '0', sorter confirmed record id - '0'  (endpointshell.c:2068)"
1756451233000,2025-08-29T07:07:13 [TARGET_APPLY    ]I:  Set Bulk Timeout Max  = 30 second  (bulk_apply.c:703)
1756451233000,2025-08-29T07:07:13 [TARGET_APPLY    ]I:  Set Bulk Timeout Min  = 1 second  (bulk_apply.c:704)
1756451233000,2025-08-29T07:07:13 [TARGET_APPLY    ]I:  Working in bulk apply mode  (endpointshell.c:2076)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Source endpoint 'PostgreSQL Source' is using provider syntax '<default>'  (provider_syntax_manager.c:894)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Source database version number is: 160006  (postgres_endpoint_util.c:668)
1756451233000,2025-08-29T07:07:13 [SOURCE_UNLOAD   ]I:  PostgreSQL database server encoding is 'UTF8'  (postgres_endpoint_imp.c:1091)
1756451233000,2025-08-29T07:07:13 [SOURCE_UNLOAD   ]I:  Postgres Endpoint created using default mode  (postgres_endpoint_imp.c:1178)
1756451233000,2025-08-29T07:07:13 [SORTER          ]I:  Sorter inspect target state  (sorter.c:519)
1756451233000,2025-08-29T07:07:13 [SORTER          ]I:  Target state checkpoint source id: 0  (sorter.c:524)
1756451233000,2025-08-29T07:07:13 [SORTER          ]I:  'Stop reading when memory limit reached' is set to true  (sorter.c:688)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Starting component st_0_transaction_sorter  (subtask.c:1449)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Starting component st_0_3HL2KDSIXJACFF7AC44YYMO6JE  (subtask.c:1449)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Starting component st_0_FTWLNA5U5NDAXOBILK5DTFW2X4  (subtask.c:1449)
1756451233000,"2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Task - 6U46JHZZXVA2ZILKVGOQLGHJYU is in RUNNING state, updating starting status to AR_RUNNING  (repository.c:5491)"
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  All stream components were initialized  (replicationtask.c:3648)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Starting the validation process...  (replicationtask.c:3725)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Initial position is set to 'now'  (postgres_endpoint_util.c:375)
1756451233000,2025-08-29T07:07:13 [SORTER          ]I:  Sorter starts handling CDC  (sorter_transaction.c:3090)
1756451233000,"2025-08-29T07:07:13 [SORTER          ]I:  Sorter last run state: confirmed_record_id = 0, confirmed_stream_position = ''  (sorter_transaction.c:3261)"
1756451233000,"2025-08-29T07:07:13 [SORTER          ]I:  No records received to load or apply on target , waiting for data from upstream  (streamcomponent.c:2013)"
1756451233000,"2025-08-29T07:07:13 [TARGET_APPLY    ]I:  Using object mapping to create table. Object Mapping table name is ""awsdms_apply_exceptions"". Source table name is ""awsdms_apply_exceptions""  (dynamodb_table_requests.c:81)"
1756451233000,"2025-08-29T07:07:13 [TARGET_APPLY    ]I:  No records received to load or apply on target , waiting for data from upstream  (streamcomponent.c:2013)"
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Slot has plugin 'null'  (postgres_plugin.c:336)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Sets are 6u46jhzzxva2zilk_00000005_2335ab79_8903_438b_a8f5_f5aa01508fcc and i6u46jhzzxva2zilk_00000005_2335ab79_8903_438b_a8f5_f5aa01508fcc  (postgres_pglogical.c:1081)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Slot has plugin 'null'  (postgres_test_decoding.c:234)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Slot has plugin 'test_decoding'  (postgres_test_decoding.c:234)
1756451233000,"2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Sampled CDC backend configuration is: wal_level=logical , max_wal_senders=20 ,  max_replication_slots=20, wal_sender_timeout=30000   (postgres_endpoint_util.c:1345)"
1756451233000,"2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Sampled DATESTYLE is 'ISO, MDY'  (postgres_endpoint_util.c:1411)"
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Heartbeat mechanism is disabled.  (postgres_endpoint_util.c:1765)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Slot has plugin 'null'  (postgres_test_decoding.c:234)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Initial positioning requested is 'now'  (postgres_endpoint_capture.c:358)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Slot has plugin 'null'  (postgres_test_decoding.c:234)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Replication slot '6u46jhzzxva2zilk_00000005_2335ab79_8903_438b_a8f5_f5aa01508fcc' created. XLOG position is '00000000/04136798'  (postgres_endpoint_capture.c:392)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Backend system clock upon replication slot initialization is '2025-08-29 07:07:13.000256+00 Dst=false'  (postgres_endpoint_capture.c:430)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Client  system clock upon replication slot initialization is '2025-08-29 07:07.13.000+00 Dst=false'  (postgres_endpoint_capture.c:432)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Queried replication slot '6u46jhzzxva2zilk_00000005_2335ab79_8903_438b_a8f5_f5aa01508fcc' restart position is '00000000/04136740' flush lsn position is '00000000/04136798'  (postgres_endpoint_capture.c:453)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Positioning token value upon start is: 'now'  (postgres_endpoint_util.c:460)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Sent captured record 1 to internal queue from Source  (streamcomponent.c:3006)
1756451233000,2025-08-29T07:07:13 [SORTER          ]I:  Correcting source database time by 0 microseconds  (sorter_transaction.c:230)
1756451233000,2025-08-29T07:07:13 [SORTER          ]I:  Transaction consistency reached  (sorter_transaction.c:357)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Starting replication now  (replicationtask.c:3321)
1756451233000,"2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Task - 6U46JHZZXVA2ZILKVGOQLGHJYU is in RUNNING state, updating starting status to AR_RUNNING  (repository.c:5491)"
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Starting subtask #1  (replicationtask_util.c:521)
1756451233000,2025-08-29T07:07:13 [SOURCE_UNLOAD   ]I:  Source endpoint 'PostgreSQL Source' is using provider syntax '<default>'  (provider_syntax_manager.c:894)
1756451233000,2025-08-29T07:07:13 [SOURCE_UNLOAD   ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Starting subtask #2  (replicationtask_util.c:521)
1756451233000,"2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  WAL connection setup value detected for 'DateStyle' parameter is 'ISO, MDY'  (postgres_endpoint_wal_engine.c:2052)"
1756451233000,"2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  WAL connection setup value detected for 'DateStyle' parameter is 'ISO, MDY'  (postgres_endpoint_wal_engine.c:2052)"
1756451233000,2025-08-29T07:07:13 [SOURCE_UNLOAD   ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Source database version number is: 160006  (postgres_endpoint_util.c:668)
1756451233000,2025-08-29T07:07:13 [SOURCE_UNLOAD   ]I:  PostgreSQL database server encoding is 'UTF8'  (postgres_endpoint_imp.c:1091)
1756451233000,2025-08-29T07:07:13 [SOURCE_UNLOAD   ]I:  Postgres Endpoint created using default mode  (postgres_endpoint_imp.c:1178)
1756451233000,2025-08-29T07:07:13 [TARGET_LOAD     ]I:  Write conditional put failures to exceptions table? true  (dynamodb_imp.c:72)
1756451233000,2025-08-29T07:07:13 [TARGET_LOAD     ]I:  Using role arn:aws:iam::943415317083:role/dms-dynamodb-role  (dynamodb_imp.c:75)
1756451233000,2025-08-29T07:07:13 [TARGET_LOAD     ]I:  Using region ap-southeast-1  (dynamodb_imp.c:100)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  set idle timeout seconds to 200  (s3_client.cpp:124)
1756451233000,2025-08-29T07:07:13 [TASK_MANAGER    ]I:  Creating STS Client with ServicePrincipalCredentialsProviderChain  (STSCredentialsProvider.cpp:92)
1756451233000,2025-08-29T07:07:13 [TARGET_LOAD     ]I:  Connection to DynamoDb successful!  (dynamodb_imp.c:140)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Source endpoint 'PostgreSQL Source' is using provider syntax '<default>'  (provider_syntax_manager.c:894)
1756451233000,2025-08-29T07:07:13 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756451234000,2025-08-29T07:07:14 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756451234000,2025-08-29T07:07:14 [SOURCE_CAPTURE  ]I:  Source database version number is: 160006  (postgres_endpoint_util.c:668)
1756451234000,2025-08-29T07:07:14 [SOURCE_UNLOAD   ]I:  PostgreSQL database server encoding is 'UTF8'  (postgres_endpoint_imp.c:1091)
1756451234000,2025-08-29T07:07:14 [SOURCE_UNLOAD   ]I:  Postgres Endpoint created using default mode  (postgres_endpoint_imp.c:1178)
1756451234000,2025-08-29T07:07:14 [TASK_MANAGER    ]I:  Starting component st_1_FTWLNA5U5NDAXOBILK5DTFW2X4  (subtask.c:1449)
1756451234000,2025-08-29T07:07:14 [SOURCE_UNLOAD   ]I:  Source endpoint 'PostgreSQL Source' is using provider syntax '<default>'  (provider_syntax_manager.c:894)
1756451234000,2025-08-29T07:07:14 [SOURCE_UNLOAD   ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756451234000,2025-08-29T07:07:14 [TASK_MANAGER    ]I:  Starting component st_1_3HL2KDSIXJACFF7AC44YYMO6JE  (subtask.c:1449)
1756451234000,"2025-08-29T07:07:14 [TABLES_MANAGER  ]I:  Next table to load 'dbo'.'IntegrationLogs' ID = 1, order = 0  (tasktablesmanager.c:1918)"
1756451234000,2025-08-29T07:07:14 [SORTER          ]I:  Start collecting changes for table id = 1  (sorter_transaction.c:2317)
1756451234000,2025-08-29T07:07:14 [TASK_MANAGER    ]I:  Start loading table 'dbo'.'IntegrationLogs' (Id = 1) by subtask 1. Start load timestamp 00063D7BABCEEA40  (replicationtask_util.c:755)
1756451234000,"2025-08-29T07:07:14 [TARGET_LOAD     ]I:  No records received to load or apply on target , waiting for data from upstream  (streamcomponent.c:2013)"
1756451234000,2025-08-29T07:07:14 [SOURCE_UNLOAD   ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756451234000,2025-08-29T07:07:14 [SOURCE_CAPTURE  ]I:  Source database version number is: 160006  (postgres_endpoint_util.c:668)
1756451234000,2025-08-29T07:07:14 [SOURCE_UNLOAD   ]I:  PostgreSQL database server encoding is 'UTF8'  (postgres_endpoint_imp.c:1091)
1756451234000,2025-08-29T07:07:14 [SOURCE_UNLOAD   ]I:  Postgres Endpoint created using default mode  (postgres_endpoint_imp.c:1178)
1756451234000,2025-08-29T07:07:14 [TARGET_LOAD     ]I:  Write conditional put failures to exceptions table? true  (dynamodb_imp.c:72)
1756451234000,2025-08-29T07:07:14 [TARGET_LOAD     ]I:  Using role arn:aws:iam::943415317083:role/dms-dynamodb-role  (dynamodb_imp.c:75)
1756451234000,2025-08-29T07:07:14 [TARGET_LOAD     ]I:  Using region ap-southeast-1  (dynamodb_imp.c:100)
1756451234000,2025-08-29T07:07:14 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756451234000,2025-08-29T07:07:14 [TASK_MANAGER    ]I:  creating client configuration for region ap-southeast-1  (s3_client.cpp:50)
1756451234000,2025-08-29T07:07:14 [TASK_MANAGER    ]I:  set idle timeout seconds to 200  (s3_client.cpp:124)
1756451234000,2025-08-29T07:07:14 [TASK_MANAGER    ]I:  Creating STS Client with ServicePrincipalCredentialsProviderChain  (STSCredentialsProvider.cpp:92)
1756451234000,2025-08-29T07:07:14 [SOURCE_UNLOAD   ]I:  Column 'RequestData' is unsupported in table def 'dbo.IntegrationLogs' since the LOB support is disabled  (metadatamanager.c:3096)
1756451234000,2025-08-29T07:07:14 [SOURCE_UNLOAD   ]I:  Column 'ResponseData' is unsupported in table def 'dbo.IntegrationLogs' since the LOB support is disabled  (metadatamanager.c:3096)
1756451234000,2025-08-29T07:07:14 [SOURCE_UNLOAD   ]I:  Sent unloaded record 1 to internal queue  (streamcomponent.c:3015)
1756451234000,2025-08-29T07:07:14 [SOURCE_UNLOAD   ]I:  Calculated batch used for UNLOAD size is 1000 rows per fetch.  (postgres_endpoint_unload.c:181)
1756451234000,"2025-08-29T07:07:14 [TARGET_LOAD     ]I:  Using object mapping to create table. Object Mapping table name is ""LoanApp-IntegrationLogs-dev"". Source table name is ""IntegrationLogs""  (dynamodb_table_requests.c:81)"
1756451234000,2025-08-29T07:07:14 [SOURCE_UNLOAD   ]I:  REPLICA IDENTITY information for table 'dbo'.'IntegrationLogs': Query status='Success' Type='DEFAULT' Description='Old values of the Primary Key columns (if any) will be captured.'  (postgres_endpoint_unload.c:194)
1756451234000,2025-08-29T07:07:14 [TARGET_LOAD     ]I:  Connection to DynamoDb successful!  (dynamodb_imp.c:140)
1756451234000,2025-08-29T07:07:14 [TARGET_LOAD     ]I:  Loading table using single thread  (dynamodb_load.c:427)
1756451234000,2025-08-29T07:07:14 [SOURCE_CAPTURE  ]I:  Source endpoint 'PostgreSQL Source' is using provider syntax '<default>'  (provider_syntax_manager.c:894)
1756451234000,2025-08-29T07:07:14 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756451234000,2025-08-29T07:07:14 [SOURCE_CAPTURE  ]I:  Going to connect to ODBC connection string: Driver={PostgreSQL Unicode(x64)};Server=pgaurora-instance-1.crco8oc6go5j.ap-southeast-1.rds.amazonaws.com;Port=5432;Database=postgres;UseDeclareFetch=1;Fetch=10000;Uid=postgres;  (postgres_endpoint_util.c:262)
1756451234000,2025-08-29T07:07:14 [TARGET_LOAD     ]E:  Object mapping doesn't have a hash key [1025900]  (dynamodb_transformation.c:516)
1756451234000,2025-08-29T07:07:14 [TARGET_LOAD     ]E:  Encountered a non-data error. Failing table. [1025900]  (dynamodb_load.c:490)
1756451234000,2025-08-29T07:07:14 [SOURCE_UNLOAD   ]I:  Unload finished for table 'dbo'.'IntegrationLogs' (Id = 1). 4000 rows sent.  (streamcomponent.c:3875)
1756451234000,2025-08-29T07:07:14 [TARGET_LOAD     ]I:  Load finished for table 'dbo'.'IntegrationLogs' (Id = 1). 0 rows received. 0 rows skipped. Volume transferred 0.  (streamcomponent.c:4168)
1756451234000,2025-08-29T07:07:14 [PERFORMANCE     ]I:  End load handler time for dbo.IntegrationLogs = 1 microseconds  (endpointshell.c:3062)
1756451234000,2025-08-29T07:07:14 [PERFORMANCE     ]I:  Total load time for dbo.IntegrationLogs = 24074 microseconds  (endpointshell.c:3064)
1756451234000,2025-08-29T07:07:14 [TASK_MANAGER    ]W:  Table 'dbo'.'IntegrationLogs' was errored/suspended (subtask 1 thread 1).   (replicationtask.c:3068)
1756451234000,"2025-08-29T07:07:14 [TABLES_MANAGER  ]I:  Next table to load 'dbo'.'Payments' ID = 2, order = 0  (tasktablesmanager.c:1918)"
